crime_id,entity,entity_classification
68089e176c09314dea8fb3b8,8c,small
68089e176c09314dea8fb3b8,20biia,small
68089e176c09314dea8fb3b8,20,small
68089e176c09314dea8fb3b8,27b,small
68089e176c09314dea8fb3b8,27,small
6808b842b5db4a83ea84a818,8c,small
6808b842b5db4a83ea84a818,20biia,small
6808b842b5db4a83ea84a818,20,small
6808b842b5db4a83ea84a818,27b,small
6808b842b5db4a83ea84a818,27,small
6808ba504cef0e2b3c304399,8c,small
6808ba504cef0e2b3c304399,20biia,small
6808ba504cef0e2b3c304399,20,small
6808c64fd112d927ef6ed6b9,8c,small
6808c64fd112d927ef6ed6b9,20biia,small
6808c64fd112d927ef6ed6b9,20,small
6808c64fd112d927ef6ed6b9,27b,small
6808c64fd112d927ef6ed6b9,27,small
6808e9554cef0e11c63f8bfe,8c,small
6808e9554cef0e11c63f8bfe,20biia,small
6808e9554cef0e11c63f8bfe,20,small
6808e9554cef0e11c63f8bfe,27b,small
6808e9554cef0e11c63f8bfe,27,small
6808ff034cef0e6c93439a9f,8c,small
6808ff034cef0e6c93439a9f,20biia,small
6808ff034cef0e6c93439a9f,20,small
6808ff034cef0e6c93439a9f,27,small
68090d984cef0e8448446068,27,small
680914529f3e13268b37f08f,8c,small
680914529f3e13268b37f08f,20biia,small
680914529f3e13268b37f08f,20,small
680914529f3e13268b37f08f,27b,small
680914529f3e13268b37f08f,27,small
68092a97801fc0307da3eae8,8c,small
68092a97801fc0307da3eae8,20biib,intermediate
68092a97801fc0307da3eae8,20,small
68092a97801fc0307da3eae8,27b,small
68092a97801fc0307da3eae8,27,small
68093383801fc03c5ca418cd,20biic,commercial
68093383801fc03c5ca418cd,20,small
6809baf721bcf8d34f21ad19,3184,small
6809baf721bcf8d34f21ad19,318,small
6809baf721bcf8d34f21ad19,4,small
6809baf721bcf8d34f21ad19,3162,small
6809baf721bcf8d34f21ad19,316,small
6809baf721bcf8d34f21ad19,2,small
6809baf721bcf8d34f21ad19,22c,commercial
6809baf721bcf8d34f21ad19,22,small
6809baf721bcf8d34f21ad19,21c,commercial
6809baf721bcf8d34f21ad19,21,small
6809baf721bcf8d34f21ad19,27,small
680a29684cef0e5b0e8a3e6c,8c,small
680a29684cef0e5b0e8a3e6c,22c,commercial
680a29684cef0e5b0e8a3e6c,22,small
680a29684cef0e5b0e8a3e6c,29,small
680a70999f3e13a2a882479b,20biia,small
680a70999f3e13a2a882479b,20,small
680a8270d112d9f77cca2260,27b,small
680a8270d112d9f77cca2260,27,small
680b042ffa62557c37774876,8c,small
680b042ffa62557c37774876,20biib,intermediate
680b042ffa62557c37774876,20,small
680b042ffa62557c37774876,27,small
680b25f64cef0ee1a19d72c9,8c,small
680b25f64cef0ee1a19d72c9,20biia,small
680b25f64cef0ee1a19d72c9,20,small
680b25f64cef0ee1a19d72c9,27b,small
680b25f64cef0ee1a19d72c9,27,small
680b6dced831195f09f24711,8c,small
680b6dced831195f09f24711,20biib,intermediate
680b6dced831195f09f24711,20,small
680bacddb5db4a50040cb6a4,8c,small
680bacddb5db4a50040cb6a4,18b,intermediate
680bacddb5db4a50040cb6a4,18,small
680bc177801fc09eb52732f8,8c,small
680bc177801fc09eb52732f8,20biib,intermediate
680bc177801fc09eb52732f8,20,small
680bc767d112d91e8f1479f4,8c,small
680bc767d112d91e8f1479f4,20biia,small
680bc767d112d91e8f1479f4,20,small
680bc767d112d91e8f1479f4,27a,small
680bc767d112d91e8f1479f4,27,small
680bd526d112d92aec14f66a,20biia,small
680bd526d112d92aec14f66a,20,small
680bd526d112d92aec14f66a,27,small
680be42921bcf877f88552db,8c,small
680be42921bcf877f88552db,20biib,intermediate
680be42921bcf877f88552db,20,small
680be42921bcf877f88552db,27,small
680bf05cd112d91cf4156250,8c,small
680bf05cd112d91cf4156250,20biib,intermediate
680bf05cd112d91cf4156250,20,small
680bffccb5db4a18e00ee1db,8c,small
680bffccb5db4a18e00ee1db,22a,small
680bffccb5db4a18e00ee1db,22,small
680bffccb5db4a18e00ee1db,22c,commercial
680bffccb5db4a18e00ee1db,27a,small
680bffccb5db4a18e00ee1db,27,small
680bffccb5db4a18e00ee1db,29,small
680c5f50fa6255ca56ac2adf,8c,small
680c5f50fa6255ca56ac2adf,20biia,small
680c5f50fa6255ca56ac2adf,20,small
680c5f50fa6255ca56ac2adf,27,small
680c91e8d112d99da245436a,20b2a,small
680c91e8d112d99da245436a,8c,small
680cabf19f3e137636faee40,8c,small
680cabf19f3e137636faee40,20biia,small
680cabf19f3e137636faee40,20,small
680cabf19f3e137636faee40,27b,small
680cabf19f3e137636faee40,27,small
680ccbc14cef0e5df4fb2809,8c,small
680ccbc14cef0e5df4fb2809,20biib,intermediate
680ccbc14cef0e5df4fb2809,20,small
680ccbc14cef0e5df4fb2809,27b,small
680ccbc14cef0e5df4fb2809,27,small
680cd15e9f3e130ea702cd42,20biia,small
680cd15e9f3e130ea702cd42,20,small
680cd15e9f3e130ea702cd42,27,small
680cd2eea62fdbdb87c05e13,20ai,cultivation
680cd2eea62fdbdb87c05e13,20,small
680cfdcb801fc0ab9a69cc21,8c,small
680cfdcb801fc0ab9a69cc21,20biia,small
680cfdcb801fc0ab9a69cc21,20,small
680d3b51b5db4a3bab5006af,8c,small
680d3b51b5db4a3bab5006af,20biia,small
680d3b51b5db4a3bab5006af,20,small
680d3b51b5db4a3bab5006af,27,small
680e55ce9f3e13ae58230837,8c,small
680e55ce9f3e13ae58230837,20biia,small
680e55ce9f3e13ae58230837,20,small
680e55ce9f3e13ae58230837,27b,small
680e70f39f3e1324b523c133,8c,small
680e70f39f3e1324b523c133,20biia,small
680e70f39f3e1324b523c133,20,small
680e70f39f3e1324b523c133,29,small
680f202321bcf81976ca5455,20biib,intermediate
680f202321bcf81976ca5455,20,small
680f202321bcf81976ca5455,27,small
680f3154a62fdb3210079637,8c,small
680f3154a62fdb3210079637,20biib,intermediate
680f3154a62fdb3210079637,20,small
680f42cfcfee6d9bfdca2d8c,20biia,small
680f42cfcfee6d9bfdca2d8c,20,small
680f70189f3e13b4bd6af6b3,8c,small
680f70189f3e13b4bd6af6b3,20biib,intermediate
680f70189f3e13b4bd6af6b3,20,small
680f70189f3e13b4bd6af6b3,29,small
680f7365d83119ccb38f1102,27,small
680fa4c9a62fdba92a32f82f,8c,small
680fa4c9a62fdba92a32f82f,20biib,intermediate
680fa4c9a62fdba92a32f82f,20,small
680fa4c9a62fdba92a32f82f,27b,small
680fa4c9a62fdba92a32f82f,27,small
680fba76801fc019dfd1b534,8c,small
680fba76801fc019dfd1b534,20biib,intermediate
680fba76801fc019dfd1b534,20,small
680fbfaed83119e5e0975ca5,20biia,small
680fbfaed83119e5e0975ca5,20,small
680fbfaed83119e5e0975ca5,27,small
680fe520fa6255797c158cb8,8b,intermediate
680fe520fa6255797c158cb8,8,small
680fe520fa6255797c158cb8,20ai,cultivation
680fe520fa6255797c158cb8,20,small
680fecb3d83119d7d898cc67,8b,intermediate
680fecb3d83119d7d898cc67,8,small
680fecb3d83119d7d898cc67,20ai,cultivation
680fecb3d83119d7d898cc67,20,small
680ff1eccfee6d5872e7a06c,8b,intermediate
680ff1eccfee6d5872e7a06c,8,small
680ff1eccfee6d5872e7a06c,20ai,cultivation
680ff1eccfee6d5872e7a06c,20,small
680ff5f5cfee6d8204e7a491,8b,intermediate
680ff5f5cfee6d8204e7a491,8,small
680ff5f5cfee6d8204e7a491,20ai,cultivation
680ff5f5cfee6d8204e7a491,20,small
68102c52fa62555a861a6c22,8c,small
68102c52fa62555a861a6c22,20biib,intermediate
68102c52fa62555a861a6c22,20,small
68102c52fa62555a861a6c22,22c,commercial
68102c52fa62555a861a6c22,22,small
68102c52fa62555a861a6c22,27b,small
68102c52fa62555a861a6c22,27,small
68104dda21bcf82c8df79cb2,8c,small
68104dda21bcf82c8df79cb2,20biia,small
68104dda21bcf82c8df79cb2,20,small
68104dda21bcf82c8df79cb2,27b,small
68104dda21bcf82c8df79cb2,27,small
68104fa1801fc0d93bd79e39,8c,small
68104fa1801fc0d93bd79e39,20biia,small
68104fa1801fc0d93bd79e39,20,small
68104fa1801fc0d93bd79e39,27,small
6810af23d112d96938f799a6,8c,small
6810af23d112d96938f799a6,22b,intermediate
6810af23d112d96938f799a6,22,small
6810af23d112d96938f799a6,29,small
6810cf67a62fdb0270783de2,8c,small
6810cf67a62fdb0270783de2,20biib,intermediate
6810cf67a62fdb0270783de2,20,small
6810d8e9801fc065040f5240,8c,small
6810d8e9801fc065040f5240,22b,intermediate
6810d8e9801fc065040f5240,22,small
6810d8e9801fc065040f5240,29,small
6810e0d7d112d97c6d07866b,8c,small
6810e0d7d112d97c6d07866b,20biib,intermediate
6810e0d7d112d97c6d07866b,20,small
6810f5cda62fdbeef57a9d30,8c,small
6810f5cda62fdbeef57a9d30,20biia,small
6810f5cda62fdbeef57a9d30,20,small
6810f5cda62fdbeef57a9d30,27b,small
6810f5cda62fdbeef57a9d30,27,small
6810f918d112d9efe7093e57,20biia,small
6810f918d112d9efe7093e57,20,small
6810f918d112d9efe7093e57,27b,small
6810f918d112d9efe7093e57,27,small
6811092db5db4adfc80b58a2,8c,small
6811092db5db4adfc80b58a2,20biia,small
6811092db5db4adfc80b58a2,20,small
6811092db5db4adfc80b58a2,27b,small
6811092db5db4adfc80b58a2,27,small
681111179f3e135c25b50c23,8c,small
681111179f3e135c25b50c23,27b,small
681111179f3e135c25b50c23,27,small
6811117721bcf8128b1df4aa,8c,small
6811117721bcf8128b1df4aa,20biia,small
6811117721bcf8128b1df4aa,20,small
6811117721bcf8128b1df4aa,27b,small
6811117721bcf8128b1df4aa,27,small
681127506c093101a28d36c2,20biib,intermediate
681127506c093101a28d36c2,20,small
681127506c093101a28d36c2,27a,small
681127506c093101a28d36c2,27,small
68113fffa62fdb2f417d2bd3,8c,small
68113fffa62fdb2f417d2bd3,20biib,intermediate
68113fffa62fdb2f417d2bd3,20,small
68113fffa62fdb2f417d2bd3,27a,small
68113fffa62fdb2f417d2bd3,29,small
68114047cfee6d89e1176093,8c,small
68114047cfee6d89e1176093,20biic,commercial
68114047cfee6d89e1176093,20,small
68114047cfee6d89e1176093,29,small
68114218cfee6d1df1176216,8c,small
68114218cfee6d1df1176216,20biic,commercial
68114218cfee6d1df1176216,20,small
68114445d112d9a2af0c5c74,8c,small
68114445d112d9a2af0c5c74,20biic,commercial
68114445d112d9a2af0c5c74,20,small
68114445d112d9a2af0c5c74,27a,small
68114445d112d9a2af0c5c74,27,small
68114445d112d9a2af0c5c74,29,small
6811bcb19f3e133483c6a499,8c,small
6811bcb19f3e133483c6a499,20biib,intermediate
6811bcb19f3e133483c6a499,20,small
6811dbedcfee6d03973217c3,8c,small
6811dbedcfee6d03973217c3,20biib,intermediate
6811dbedcfee6d03973217c3,20,small
68122c99cfee6da72c3e8df9,8c,small
68122c99cfee6da72c3e8df9,20biia,small
68122c99cfee6da72c3e8df9,20,small
68122c99cfee6da72c3e8df9,27b,small
68122c99cfee6da72c3e8df9,27,small
68123a684cef0e578db5e19d,8c,small
68123a684cef0e578db5e19d,20biib,intermediate
68123a684cef0e578db5e19d,20,small
68123a684cef0e578db5e19d,27b,small
68123a684cef0e578db5e19d,27,small
68123b969f3e1332d4f11add,8c,small
68123b969f3e1332d4f11add,20biia,small
68123b969f3e1332d4f11add,20,small
68123f4dd83119985011d3a9,8c,small
68123f4dd83119985011d3a9,20biia,small
68123f4dd83119985011d3a9,20,small
68123f4dd83119985011d3a9,27b,small
68123f4dd83119985011d3a9,27,small
6812637eef91ddaecfc08675,27b,small
6812637eef91ddaecfc08675,8c,small
6812ca9a4cef0e6913bac98a,20biib,intermediate
6812ca9a4cef0e6913bac98a,20,small
6812e1e8d8311940da18e036,8c,small
6812e1e8d8311940da18e036,20biic,commercial
6812e1e8d8311940da18e036,20,small
6812e1e8d8311940da18e036,29,small
6813509a46bea0fb6debbfdf,8c,small
6813509a46bea0fb6debbfdf,20biib,intermediate
6813509a46bea0fb6debbfdf,20,small
6813509a46bea0fb6debbfdf,27,small
68137192e7ba36cc9afa01e9,8c,small
68137192e7ba36cc9afa01e9,20biia,small
68137192e7ba36cc9afa01e9,20,small
6813c74ae7ba360a9afe97a4,20biib,intermediate
6813c74ae7ba360a9afe97a4,20,small
681444b921870a30b2de41b2,20biia,small
681444b921870a30b2de41b2,20,small
681444b921870a30b2de41b2,29,small
681444b921870a30b2de41b2,8c,small
681444b921870a30b2de41b2,27,small
68144f93b006f901bf6d1b77,8c,small
68144f93b006f901bf6d1b77,20biia,small
68144f93b006f901bf6d1b77,20,small
68144f93b006f901bf6d1b77,27b,small
68144f93b006f901bf6d1b77,27,small
681477902b206a044bdd9f7e,20biib,intermediate
681477902b206a044bdd9f7e,20,small
681477902b206a044bdd9f7e,106,small
6814adc5bf5809594fe2bc0d,8c,small
6814adc5bf5809594fe2bc0d,20biia,small
6814adc5bf5809594fe2bc0d,20,small
6814d95be7ba36285b1eedcf,8c,small
6814d95be7ba36285b1eedcf,20biic,commercial
6814d95be7ba36285b1eedcf,20,small
6814d95be7ba36285b1eedcf,29,small
6814d95be7ba36285b1eedcf,8b,intermediate
6814d95be7ba36285b1eedcf,8,small
6814d95be7ba36285b1eedcf,20ai,cultivation
681501756b5cd8164f07e206,8c,small
681501756b5cd8164f07e206,20biia,small
681501756b5cd8164f07e206,20,small
681501756b5cd8164f07e206,27b,small
681501756b5cd8164f07e206,27,small
6815090583ecc77cce1ed3aa,8c,small
6815090583ecc77cce1ed3aa,20biia,small
6815090583ecc77cce1ed3aa,20,small
6815090583ecc77cce1ed3aa,29,small
68151a23484029c405120ca5,8c,small
68151a23484029c405120ca5,20biib,intermediate
68151a23484029c405120ca5,20,small
68151edfb7f7ce0c26d2971f,8c,small
68151edfb7f7ce0c26d2971f,20biia,small
68151edfb7f7ce0c26d2971f,20,small
68151edfb7f7ce0c26d2971f,27b,small
68151edfb7f7ce0c26d2971f,27,small
681572bfb006f940d493d0d0,20biib,intermediate
681572bfb006f940d493d0d0,20,small
6815eec746bea029613d0809,8c,small
6815eec746bea029613d0809,20biib,intermediate
6815eec746bea029613d0809,20,small
6815eec746bea029613d0809,27,small
681603526b5cd8aef65c57ce,8c,small
681603526b5cd8aef65c57ce,20biib,intermediate
681603526b5cd8aef65c57ce,20,small
681603526b5cd8aef65c57ce,29,small
681607f12b206a595a4da33e,8c,small
681607f12b206a595a4da33e,27,small
681631dd83ecc7e9ec8b638a,8c,small
681631dd83ecc7e9ec8b638a,20biia,small
681631dd83ecc7e9ec8b638a,20,small
68163209bf58097d015c7183,8c,small
68163209bf58097d015c7183,20biia,small
68163209bf58097d015c7183,20,small
68163209bf58097d015c7183,27,small
6817506ae7ba36032ba7fc79,8c,small
6817506ae7ba36032ba7fc79,20biia,small
6817506ae7ba36032ba7fc79,20,small
6817506ae7ba36032ba7fc79,27,small
681850d0d63a2ea928778c9c,20biia,small
681850d0d63a2ea928778c9c,20,small
6818d1336b5cd8eec2f45e29,8c,small
6818d1336b5cd8eec2f45e29,20biic,commercial
6818d1336b5cd8eec2f45e29,20,small
68194fba6b5cd8843afa1a20,8c,small
68194fba6b5cd8843afa1a20,20biia,small
68194fba6b5cd8843afa1a20,20,small
68194fba6b5cd8843afa1a20,27a,small
68194fba6b5cd8843afa1a20,27,small
68195fa2d63a2e4402b92668,22b,intermediate
68195fa2d63a2e4402b92668,22,small
68195fa2d63a2e4402b92668,27,small
6819a1502c30bb5e75932abb,20biib,intermediate
6819a1502c30bb5e75932abb,20,small
6819a1502c30bb5e75932abb,8c,small
6819c07fe8b103f0831f2b2c,8c,small
6819c07fe8b103f0831f2b2c,20biia,small
6819c07fe8b103f0831f2b2c,20,small
6819c07fe8b103f0831f2b2c,27,small
6819eb1896ba045e2b92da36,8c,small
6819eb1896ba045e2b92da36,20biia,small
6819eb1896ba045e2b92da36,20,small
6819f43aea0d5c90757c3d19,8c,small
6819f43aea0d5c90757c3d19,20biib,intermediate
6819f43aea0d5c90757c3d19,20,small
681a28dbea0d5ca44089b918,8c,small
681a28dbea0d5ca44089b918,20biia,small
681a28dbea0d5ca44089b918,20,small
681a43f42c30bb0504b54be8,8c,small
681a43f42c30bb0504b54be8,20biia,small
681a43f42c30bb0504b54be8,20,small
681a59a1392e754fcf23e2f0,8c,small
681a59a1392e754fcf23e2f0,20biia,small
681a59a1392e754fcf23e2f0,20,small
681a59a1392e754fcf23e2f0,27,small
681a6b8796ba044a27a0fdbd,8c,small
681a6b8796ba044a27a0fdbd,20biib,intermediate
681a6b8796ba044a27a0fdbd,20,small
681aaf55ea0d5cee9091a804,20biia,small
681aaf55ea0d5cee9091a804,20,small
681aaf55ea0d5cee9091a804,8c,small
681aaf55ea0d5cee9091a804,27,small
681ab88121b1c3bde211fb73,27a,small
681ab88121b1c3bde211fb73,27,small
681afa92b6cbeb033b0bbf8f,20biia,small
681afa92b6cbeb033b0bbf8f,20,small
681afa92b6cbeb033b0bbf8f,8c,small
681b5bf715e660e79cd7b884,20biia,small
681b5bf715e660e79cd7b884,20,small
681b5bf715e660e79cd7b884,27,small
681b6b07ea0d5c1166dcae92,8c,small
681b6b07ea0d5c1166dcae92,27,small
681b7c25392e7509654d83d9,8c,small
681b7c25392e7509654d83d9,20biib,intermediate
681b7c25392e7509654d83d9,20,small
681b7c25392e7509654d83d9,29,small
681bb96aea0d5c93aae023fe,8c,small
681bb96aea0d5c93aae023fe,20biia,small
681bb96aea0d5c93aae023fe,20,small
681be7fe392e75c69b4f1c22,8c,small
681be7fe392e75c69b4f1c22,20biia,small
681be7fe392e75c69b4f1c22,20,small
681be7fe392e75c69b4f1c22,27,small
681c0ee56b0f9a634c2bd327,8c,small
681c0ee56b0f9a634c2bd327,20biia,small
681c0ee56b0f9a634c2bd327,20,small
681c0ee56b0f9a634c2bd327,27,small
681c332b21b1c3368e579db4,8c,small
681c332b21b1c3368e579db4,20biia,small
681c332b21b1c3368e579db4,20,small
681c332b21b1c3368e579db4,27,small
681c3d33b6cbeb96b630542b,8c,small
681c3d33b6cbeb96b630542b,20biib,intermediate
681c3d33b6cbeb96b630542b,20,small
681c3d33b6cbeb96b630542b,29,small
681c516de8b10332067f6691,8c,small
681c516de8b10332067f6691,22a,small
681c516de8b10332067f6691,22,small
681c73a621b1c3293573fe65,8c,small
681c73a621b1c3293573fe65,20biib,intermediate
681c73a621b1c3293573fe65,20,small
681c73a621b1c3293573fe65,27,small
681c96ae15e6602c2603911f,8c,small
681c96ae15e6602c2603911f,20biia,small
681c96ae15e6602c2603911f,20,small
681c96ae15e6602c2603911f,27b,small
681c96ae15e6602c2603911f,27,small
681c9f36b6cbeb15b24d43e5,8c,small
681c9f36b6cbeb15b24d43e5,20biib,intermediate
681c9f36b6cbeb15b24d43e5,20,small
681c9f36b6cbeb15b24d43e5,27,small
681c9f36b6cbeb15b24d43e5,29,small
681cd16cea0d9832b65fd2b0,8c,small
681cd16cea0d9832b65fd2b0,20biic,commercial
681cd16cea0d9832b65fd2b0,20,small
681ce57221b1c3b3458559e8,8c,small
681ce57221b1c3b3458559e8,20biia,small
681ce57221b1c3b3458559e8,20,small
681ce57221b1c3b3458559e8,27,small
681d7182ea0d985808648374,8c,small
681d7182ea0d985808648374,21b,intermediate
681d7182ea0d985808648374,21,small
681d7182ea0d985808648374,27,small
681da5246b0f9a7845705f66,8c,small
681da5246b0f9a7845705f66,20biib,intermediate
681da5246b0f9a7845705f66,20,small
681db3e1392e7575d69c26f5,20biia,small
681db3e1392e7575d69c26f5,20,small
681db3e1392e7575d69c26f5,9,small
681dd665e8b10344a6b1f08d,8c,small
681dd665e8b10344a6b1f08d,20biib,intermediate
681dd665e8b10344a6b1f08d,20,small
681dd665e8b10344a6b1f08d,29,small
681df63421b1c39a64b5aa1f,20biia,small
681df63421b1c39a64b5aa1f,20,small
681df63421b1c39a64b5aa1f,27b,small
681df63421b1c39a64b5aa1f,27,small
681e0b48392e754fd8b304db,8c,small
681e0b48392e754fd8b304db,20biia,small
681e0b48392e754fd8b304db,20,small
681e0b48392e754fd8b304db,27b,small
681e0b48392e754fd8b304db,27,small
681e19b6392e755e58b42a57,8c,small
681e19b6392e755e58b42a57,20biia,small
681e19b6392e755e58b42a57,20,small
681e19b6392e755e58b42a57,27b,small
681e19b6392e755e58b42a57,27,small
681e1ab315e6606e152cc149,20biia,small
681e1ab315e6606e152cc149,20,small
681e1ab315e6606e152cc149,27b,small
681e1ab315e6606e152cc149,27,small
681e22ba392e752be6b4fe3f,8c,small
681e22ba392e752be6b4fe3f,20biib,intermediate
681e22ba392e752be6b4fe3f,20,small
681e22ba392e752be6b4fe3f,106,small
681ebf0ee8b103d5fdc03529,27,small
681f155096ba047968395d56,8c,small
681f155096ba047968395d56,20biib,intermediate
681f155096ba047968395d56,20,small
681f20ec392e753d7ace44c3,8c,small
681f20ec392e753d7ace44c3,20biic,commercial
681f20ec392e753d7ace44c3,20,small
681f20ec392e753d7ace44c3,27,small
681f20ec392e753d7ace44c3,29,small
681f6ec52c30bb025485188b,8c,small
681f6ec52c30bb025485188b,20biia,small
681f6ec52c30bb025485188b,20,small
681f74e221b1c366a8e2ab68,8c,small
681f74e221b1c366a8e2ab68,27,small
681f8690167593fd545bf63b,27b,small
681f8690167593fd545bf63b,27,small
681fa646392e757bdfdb56ae,8c,small
681fa646392e757bdfdb56ae,20biia,small
681fa646392e757bdfdb56ae,20,small
68209bb9492ec372a4c29faa,8c,small
68209bb9492ec372a4c29faa,20biia,small
68209bb9492ec372a4c29faa,20,small
68209bb9492ec372a4c29faa,27a,small
68209bb9492ec372a4c29faa,27,small
68209c2821b1c36a30fb9cff,8c,small
68209c2821b1c36a30fb9cff,27b,small
68209c2821b1c36a30fb9cff,27,small
6820e29121b1c33fb7ff0b12,8c,small
6820e29121b1c33fb7ff0b12,20biia,small
6820e29121b1c33fb7ff0b12,20,small
6820e29121b1c33fb7ff0b12,27b,small
6820e29121b1c33fb7ff0b12,27,small
6820e4ac1675938b066f8d38,20biia,small
6820e4ac1675938b066f8d38,20,small
6820e4ac1675938b066f8d38,27,small
6820e541492ec37cc8c52464,20biib,intermediate
6820e541492ec37cc8c52464,20,small
6820efd6e8b103e9a0ee3b44,20biia,small
6820efd6e8b103e9a0ee3b44,20,small
6821030f167593055d6fefda,27,small
6821c0aaea0d5c61c9ba16f1,8c,small
6821c0aaea0d5c61c9ba16f1,20biia,small
6821c0aaea0d5c61c9ba16f1,20,small
6821d13415e66082a57d07e8,8c,small
6821d13415e66082a57d07e8,20biib,intermediate
6821d13415e66082a57d07e8,20,small
6821d13415e66082a57d07e8,27b,small
6821d13415e66082a57d07e8,27,small
6821fdf3e8b103b11d1c08c1,8c,small
6821fdf3e8b103b11d1c08c1,20biia,small
6821fdf3e8b103b11d1c08c1,20,small
6821fdf3e8b103b11d1c08c1,27b,small
6821fdf3e8b103b11d1c08c1,27,small
68221ee315e6608a9b8c2fcf,8c,small
68221ee315e6608a9b8c2fcf,27b,small
68221ee315e6608a9b8c2fcf,27,small
68222248ea0d98315ce57684,8b,intermediate
68222248ea0d98315ce57684,8,small
68222248ea0d98315ce57684,20ai,cultivation
68222248ea0d98315ce57684,20,small
6822231b392e75681b40ab31,8c,small
6822231b392e75681b40ab31,20biia,small
6822231b392e75681b40ab31,20,small
682228c3e8b10357361e9802,8c,small
682228c3e8b10357361e9802,20biib,intermediate
682228c3e8b10357361e9802,20,small
682229f796ba047653a04ea8,8b,intermediate
682229f796ba047653a04ea8,8,small
682229f796ba047653a04ea8,20ai,cultivation
682229f796ba047653a04ea8,20,small
6822adefe8b1036b0c23527b,8c,small
6822adefe8b1036b0c23527b,20biib,intermediate
6822adefe8b1036b0c23527b,20,small
6822b8386b0f9a78fb1056bf,8c,small
6822b8386b0f9a78fb1056bf,20biia,small
6822b8386b0f9a78fb1056bf,20,small
6822b8386b0f9a78fb1056bf,27,small
6822ef5305675f55cbd37937,8c,small
6822ef5305675f55cbd37937,20biib,intermediate
6822ef5305675f55cbd37937,20,small
682301115f5ececfed0ddc79,8c,small
682301115f5ececfed0ddc79,20biib,intermediate
682301115f5ececfed0ddc79,20,small
682315f6e454e065e066f2d8,8c,small
682315f6e454e065e066f2d8,20biia,small
682315f6e454e065e066f2d8,20,small
68235be309653f4ef3926aea,8c,small
68235be309653f4ef3926aea,20biib,intermediate
68235be309653f4ef3926aea,20,small
68235e687d549cea4ab7ca26,8c,small
68235e687d549cea4ab7ca26,20biia,small
68235e687d549cea4ab7ca26,20,small
68239e8564b0599c47ca1fe7,8c,small
68239e8564b0599c47ca1fe7,20biib,intermediate
68239e8564b0599c47ca1fe7,20,small
68239e8564b0599c47ca1fe7,27,small
6823f34a8bd4efde2dbb4b67,8c,small
6823f34a8bd4efde2dbb4b67,20biia,small
6823f34a8bd4efde2dbb4b67,20,small
6823f34a8bd4efde2dbb4b67,27,small
68246e7be454e0884985f600,8c,small
68246e7be454e0884985f600,20biia,small
68246e7be454e0884985f600,20,small
682478c464b0594205eaf6f1,8c,small
682478c464b0594205eaf6f1,20biib,intermediate
682478c464b0594205eaf6f1,20,small
6824c3dbed1eb050daa6b927,8c,small
6824c3dbed1eb050daa6b927,20biia,small
6824c3dbed1eb050daa6b927,20,small
6824c3dbed1eb050daa6b927,27b,small
6824c3dbed1eb050daa6b927,27,small
6824cb60e454e085278efafa,8c,small
6824cb60e454e085278efafa,20biia,small
6824cb60e454e085278efafa,20,small
6824cb60e454e085278efafa,27,small
6824d73af76e1dd37611443d,8c,small
6824d73af76e1dd37611443d,20biib,intermediate
6824d73af76e1dd37611443d,20,small
6824e1a1a342011a4e707b3c,8c,small
6824e1a1a342011a4e707b3c,20biib,intermediate
6824e1a1a342011a4e707b3c,20,small
68255420ef17d0217cbfb8e4,20biia,small
68255420ef17d0217cbfb8e4,20,small
6825b000ef17d02cf5d13646,125,small
6825b000ef17d02cf5d13646,8c,small
6825b000ef17d02cf5d13646,20biib,intermediate
6825b000ef17d02cf5d13646,20,small
6825b000ef17d02cf5d13646,18c,commercial
6825b000ef17d02cf5d13646,18,small
6825b000ef17d02cf5d13646,27bii,small
6825b000ef17d02cf5d13646,27,small
6825f5bbef17d049f5f2b760,8c,small
6825f5bbef17d049f5f2b760,20biia,small
6825f5bbef17d049f5f2b760,20,small
6825f5bbef17d049f5f2b760,27,small
6825f7d3f76e1dcfda53429a,8c,small
6825f7d3f76e1dcfda53429a,20biia,small
6825f7d3f76e1dcfda53429a,20,small
6826031de454e0387ab6181e,8c,small
6826031de454e0387ab6181e,20biib,intermediate
6826031de454e0387ab6181e,20,small
682643435f5ece0e46873d3e,8b,intermediate
682643435f5ece0e46873d3e,8,small
682643435f5ece0e46873d3e,20bi,intermediate
682643435f5ece0e46873d3e,20,small
6826e538a342016eecddcca9,8c,small
6826e538a342016eecddcca9,22c,commercial
6826e538a342016eecddcca9,22,small
6826e538a342016eecddcca9,27a,small
6826e538a342016eecddcca9,27,small
6826e538a342016eecddcca9,29,small
6826eb4e05675f66664c9b8f,8c,small
6826eb4e05675f66664c9b8f,22c,commercial
6826eb4e05675f66664c9b8f,22,small
6826eb4e05675f66664c9b8f,27a,small
6826eb4e05675f66664c9b8f,29,small
68273c0f09653fa16132daea,8c,small
68273c0f09653fa16132daea,20biia,small
68273c0f09653fa16132daea,20,small
682745e464b05919fe6cf343,8c,small
682745e464b05919fe6cf343,20biia,small
682745e464b05919fe6cf343,20,small
68275007ed1eb0201925859c,8c,small
68275007ed1eb0201925859c,20biia,small
68275007ed1eb0201925859c,20,small
682752c1ef17d0d35424ea4e,8c,small
682752c1ef17d0d35424ea4e,20biib,intermediate
682752c1ef17d0d35424ea4e,20,small
682752c1ef17d0d35424ea4e,27,small
682755b105675f2ded5c96fe,27b,small
