crime_id,entity,entity_classification
63d8d6037f45003a93bdc3ed,20,small
63d8d6037f45003a93bdc3ed,8c,small
63d8d9f07f45006babbe34e2,8c,small
63d8d9f07f45006babbe34e2,20biib,intermediate
63d8d9f07f45006babbe34e2,20,small
63d8dab7939b765a75d6f949,8c,small
63d8dab7939b765a75d6f949,20biib,intermediate
63d8dab7939b765a75d6f949,20,small
63d8dab7939b765a75d6f949,29,small
63d91a70939b76a668e2db2c,8c,small
63d91a70939b76a668e2db2c,20biib,intermediate
63d91a70939b76a668e2db2c,20,small
63d9c512eacb314c2df3f371,20biib,intermediate
63d9c512eacb314c2df3f371,20,small
63d9c512eacb314c2df3f371,8c,small
63da4f22eacb31b33c020a8a,20biib,intermediate
63da4f22eacb31b33c020a8a,20,small
63da4f22eacb31b33c020a8a,8c,small
63da70f9ccf519f118b6424e,20biia,small
63da70f9ccf519f118b6424e,20,small
63da70f9ccf519f118b6424e,9,small
63daa00ed5ee4dd490232ff0,8c,small
63daa00ed5ee4dd490232ff0,20biib,intermediate
63daa00ed5ee4dd490232ff0,20,small
63daa00ed5ee4dd490232ff0,27,small
63daa00ed5ee4dd490232ff0,27a,small
63db50bd0388ff8313bdd0f2,20biib,intermediate
63db50bd0388ff8313bdd0f2,20,small
63dbe10686768533e14633bb,20b,intermediate
63dbe10686768533e14633bb,20,small
63dbe10686768533e14633bb,8c,small
63dbfd12867685785c47cc76,20biib,intermediate
63dbfd12867685785c47cc76,20,small
63dbfd12867685785c47cc76,27,small
63dc75d8867685105f4aac1c,8c,small
63dc75d8867685105f4aac1c,20biib,intermediate
63dc75d8867685105f4aac1c,20,small
63dcb8540388ff3a2edae3c3,8c,small
63dcb8540388ff3a2edae3c3,20biib,intermediate
63dcb8540388ff3a2edae3c3,20,small
63dcf8f3e1ed9a3d5a734831,8c,small
63dcf8f3e1ed9a3d5a734831,20biib,intermediate
63dcf8f3e1ed9a3d5a734831,20,small
63dcfe7fe1ed9a31ee74119f,8c,small
63dcfe7fe1ed9a31ee74119f,20b,intermediate
63dcfe7fe1ed9a31ee74119f,20,small
63dd138b2f92821a13f7910d,8c,small
63dd138b2f92821a13f7910d,20b,intermediate
63dd138b2f92821a13f7910d,20,small
63dd17fc2f928217ccf80a71,8c,small
63dd17fc2f928217ccf80a71,20b,intermediate
63dd17fc2f928217ccf80a71,20,small
63dd17fc2f928217ccf80a71,332,small
63dd17fc2f928217ccf80a71,427,small
63dd17fc2f928217ccf80a71,3,small
63de0b8c2f92820a7705719e,8c,small
63de0b8c2f92820a7705719e,20biia,small
63de0b8c2f92820a7705719e,20,small
63de0b8c2f92820a7705719e,27,small
63de2a352f9282862e08876f,8c,small
63de2a352f9282862e08876f,20bii,intermediate
63de2a352f9282862e08876f,20,small
63de4cb915c7d43840d02cc1,8c,small
63de4cb915c7d43840d02cc1,20biia,small
63de4cb915c7d43840d02cc1,20,small
63de4e2515c7d43054d0629e,8c,small
63de4e2515c7d43054d0629e,20b,intermediate
63de4e2515c7d43054d0629e,20,small
63de693792fae7052debbf94,8c,small
63de693792fae7052debbf94,20b,intermediate
63de693792fae7052debbf94,20,small
63de693792fae7052debbf94,102,small
63de7e2d92fae74e74ed88e1,8c,small
63de7e2d92fae74e74ed88e1,20biia,small
63de7e2d92fae74e74ed88e1,20,small
63dfb78692fae783f8fc8e4d,20bii,intermediate
63dfb78692fae783f8fc8e4d,20,small
63dfe46dc80d8e03e5c0393f,8c,small
63dfe46dc80d8e03e5c0393f,20biib,intermediate
63dfe46dc80d8e03e5c0393f,20,small
63dffb8ec80d8e18a5c0c8e4,20biic,commercial
63dffb8ec80d8e18a5c0c8e4,20,small
63e06d9892fae7747d012130,8c,small
63e06d9892fae7747d012130,20ba,small
63e06d9892fae7747d012130,20,small
63e06d9892fae7747d012130,27a,small
63e06d9892fae7747d012130,27,small
63e1023dc80d8e708ad2913f,20biia,small
63e1023dc80d8e708ad2913f,20,small
63e1023dc80d8e708ad2913f,9,small
63e1ec66c80d8e838bdda8a2,20biia,small
63e1ec66c80d8e838bdda8a2,20,small
63e2047492fae70e3c1f97ae,8c,small
63e2047492fae70e3c1f97ae,20biib,intermediate
63e2047492fae70e3c1f97ae,20,small
63e21ab392fae7c9ab2159df,20biib,intermediate
63e21ab392fae7c9ab2159df,20,small
63e25b7892fae71b29295a15,8c,small
63e25b7892fae71b29295a15,22c,commercial
63e25b7892fae71b29295a15,22,small
63e25b7892fae71b29295a15,27,small
63e25b7892fae71b29295a15,29,small
63e29c3a92fae7925a2d9954,8c,small
63e29c3a92fae7925a2d9954,20biib,intermediate
63e29c3a92fae7925a2d9954,20,small
63e2a22792fae70af02dd094,20iia,small
63e2a22792fae70af02dd094,20,small
63e2a22792fae70af02dd094,8c,small
63e2a33c92fae73b4f2dd911,20biia,small
63e2a33c92fae73b4f2dd911,20,small
63e3044bc80d8e050ff229eb,8c,small
63e3044bc80d8e050ff229eb,20biib,intermediate
63e3044bc80d8e050ff229eb,20,small
63e3d58a92fae75c5f40c173,8c,small
63e3d58a92fae75c5f40c173,20b,intermediate
63e3d58a92fae75c5f40c173,20,small
63e3da7fc80d8e2884037a72,8c,small
63e3da7fc80d8e2884037a72,22c,commercial
63e3da7fc80d8e2884037a72,22,small
63e3f294c80d8e2e3b044761,20biia,small
63e3f294c80d8e2e3b044761,20,small
63e4002392fae73157421360,8c,small
63e4002392fae73157421360,20biib,intermediate
63e4002392fae73157421360,20,small
63e4b2d892fae767514bd34c,8c,small
63e4b2d892fae767514bd34c,20b,intermediate
63e4b2d892fae767514bd34c,20,small
63e50c6d92fae7a4e3545c8f,20b,intermediate
63e50c6d92fae7a4e3545c8f,20,small
63e50c6d92fae7a4e3545c8f,8c,small
63e50c6d92fae7a4e3545c8f,102,small
63e50d1c92fae777cf546b71,8c,small
63e50d1c92fae777cf546b71,20biia,small
63e50d1c92fae777cf546b71,20,small
63e51cd892fae7721555438f,8c,small
63e51cd892fae7721555438f,20biib,intermediate
63e51cd892fae7721555438f,20,small
63e56d2692fae75f05574ea2,20biib,intermediate
63e56d2692fae75f05574ea2,20,small
63e5de12c80d8e73e01ed16e,8c,small
63e5de12c80d8e73e01ed16e,20biia,small
63e5de12c80d8e73e01ed16e,20,small
63e6414092fae752d065cd78,8c,small
63e6414092fae752d065cd78,20b,intermediate
63e6414092fae752d065cd78,20,small
63e64f5dc80d8e6e252b1598,8c,small
63e64f5dc80d8e6e252b1598,21b,intermediate
63e64f5dc80d8e6e252b1598,21,small
63e7199ec80d8e9b46316e27,8c,small
63e7199ec80d8e9b46316e27,20b2a,small
63e81f7592fae7b9307fdbb7,8c,small
63e81f7592fae7b9307fdbb7,22b,intermediate
63e81f7592fae7b9307fdbb7,22,small
63e81f7592fae7b9307fdbb7,27,small
63e8b7f5c80d8ea1f34acf11,20b,intermediate
63e8b7f5c80d8ea1f34acf11,20,small
63e8b7f5c80d8ea1f34acf11,8c,small
63e8ecde92fae79fc389ad10,8c,small
63e8ecde92fae79fc389ad10,20biia,small
63e8ecde92fae79fc389ad10,20,small
63e90b8ac80d8ef95e4f336d,20b,intermediate
63e90b8ac80d8ef95e4f336d,20,small
63e90b8ac80d8ef95e4f336d,8c,small
63e9d9888ac41c0f044f5a41,8c,small
63e9d9888ac41c0f044f5a41,20b,intermediate
63e9d9888ac41c0f044f5a41,20,small
63e9f82e8ac41cd8ed51dd5d,8c,small
63e9f82e8ac41cd8ed51dd5d,20biib,intermediate
63e9f82e8ac41cd8ed51dd5d,20,small
63ea59ad8ac41c6f82595407,8c,small
63ea59ad8ac41c6f82595407,27,small
63ea7ff42e53fc16ed3d0bf7,8c,small
63ea7ff42e53fc16ed3d0bf7,20biia,small
63ea7ff42e53fc16ed3d0bf7,20,small
63ea91402e53fc8f023d69f3,20biia,small
63ea91402e53fc8f023d69f3,20,small
63ea91402e53fc8f023d69f3,27,small
63eb3c128ac41c4c50612922,8c,small
63eb3c128ac41c4c50612922,20b,intermediate
63eb3c128ac41c4c50612922,20,small
63eb44688ac41c1ff561c4ca,8c,small
63eb44688ac41c1ff561c4ca,20biic,commercial
63eb44688ac41c1ff561c4ca,20,small
63eb4c778ac41cbedd6218a5,8c,small
63eb4c778ac41cbedd6218a5,20biic,commercial
63eb4c778ac41cbedd6218a5,20,small
63ebcacd8ac41c93d3690140,20b,intermediate
63ebcacd8ac41c93d3690140,20,small
63ed0b8e8ac41c0dad77cfbc,8c,small
63ed0b8e8ac41c0dad77cfbc,20biic,commercial
63ed0b8e8ac41c0dad77cfbc,20,small
63ed148a8ac41c101f781cdf,8c,small
63ed148a8ac41c101f781cdf,20biib,intermediate
63ed148a8ac41c101f781cdf,20,small
63ee23dd8ac41ca5f882dd49,20b,intermediate
63ee23dd8ac41ca5f882dd49,20,small
63ee31fdccbbc6c8a298c1d0,8c,small
63ee31fdccbbc6c8a298c1d0,20biib,intermediate
63ee31fdccbbc6c8a298c1d0,20,small
63ee6691ccbbc670b59b5ddb,20b,intermediate
63ee6691ccbbc670b59b5ddb,20,small
63ee6691ccbbc670b59b5ddb,8c,small
63ee6691ccbbc670b59b5ddb,102,small
63ee85e8ccbbc6c1989c0c28,20biib,intermediate
63ee85e8ccbbc6c1989c0c28,20,small
63ee88498ac41c70ca8722c5,20biic,commercial
63ee88498ac41c70ca8722c5,20,small
63ef2b1a63d4a53400c053a5,20biic,commercial
63ef2b1a63d4a53400c053a5,20,small
63ef597c59db85215d677503,20biia,small
63ef597c59db85215d677503,20,small
63ef86d359db8505996b433a,8c,small
63ef86d359db8505996b433a,20biib,intermediate
63ef86d359db8505996b433a,20,small
63ef982d63d4a54413c8b844,20biib,intermediate
63ef982d63d4a54413c8b844,20,small
63f05d9059db851b8e70b21c,20biia,small
63f05d9059db851b8e70b21c,20,small
63f06e6a63d4a504f1ce757e,8c,small
63f06e6a63d4a504f1ce757e,20biib,intermediate
63f06e6a63d4a504f1ce757e,20,small
63f07a8f59db856e73731335,8c,small
63f07a8f59db856e73731335,20b,intermediate
63f07a8f59db856e73731335,20,small
63f0c92d63d4a53eabd4ece1,8c,small
63f0c92d63d4a53eabd4ece1,20biia,small
63f0c92d63d4a53eabd4ece1,20,small
63f1087759db8546fe7aa82f,8c,small
63f1087759db8546fe7aa82f,20b,intermediate
63f1087759db8546fe7aa82f,20,small
63f23cc759db85ca2e845a73,8c,small
63f23cc759db85ca2e845a73,20biib,intermediate
63f23cc759db85ca2e845a73,20,small
63f242b459db85b53984771f,20biia,small
63f242b459db85b53984771f,20,small
63f267f459db85f874856ade,20biib,intermediate
63f267f459db85f874856ade,20,small
63f29e7063d4a57762e324a8,8c,small
63f29e7063d4a57762e324a8,20b,intermediate
63f29e7063d4a57762e324a8,20,small
63f3113f59db8547bf8a0de7,20biia,small
63f3113f59db8547bf8a0de7,20,small
63f3113f59db8547bf8a0de7,8c,small
63f33cb863d4a5dc82ead0a1,20b,intermediate
63f33cb863d4a5dc82ead0a1,20,small
63f33cb863d4a5dc82ead0a1,8c,small
63f3aeb963d4a53baaf28d3f,8c,small
63f3aeb963d4a53baaf28d3f,20biic,commercial
63f3aeb963d4a53baaf28d3f,20,small
63f3e43159db85dd11962462,8c,small
63f3e43159db85dd11962462,20biib,intermediate
63f3e43159db85dd11962462,20,small
63f422d359db85814f97c004,8c,small
63f422d359db85814f97c004,20biia,small
63f422d359db85814f97c004,20,small
63f422d359db85814f97c004,27,small
63f47a7e63d4a52b45faa619,8c,small
63f47a7e63d4a52b45faa619,20biib,intermediate
63f47a7e63d4a52b45faa619,20,small
63f4f2ea59db85de2fa61919,8c,small
63f4f2ea59db85de2fa61919,20b,intermediate
63f4f2ea59db85de2fa61919,20,small
63f5195663d4a5850304ef39,8c,small
63f5195663d4a5850304ef39,20biic,commercial
63f5195663d4a5850304ef39,20,small
63f5cc0b59db85a6ffae92be,8c,small
63f5cc0b59db85a6ffae92be,20b,intermediate
63f5cc0b59db85a6ffae92be,20,small
63f5db9b59db85318aaf945c,8c,small
63f5db9b59db85318aaf945c,20biic,commercial
63f5db9b59db85318aaf945c,20,small
63f663f759db850939b8ac6d,20biic,commercial
63f663f759db850939b8ac6d,20,small
63f72d1e63d4a5536c207f17,8c,small
63f72d1e63d4a5536c207f17,20b,intermediate
63f72d1e63d4a5536c207f17,20,small
63f72d1e63d4a5536c207f17,29,small
63f74c8a63d4a578cd23947a,8c,small
63f74c8a63d4a578cd23947a,20b,intermediate
63f74c8a63d4a578cd23947a,20,small
63f8728b59db859ae4d4f3a6,8c,small
63f8728b59db859ae4d4f3a6,20biia,small
63f8728b59db859ae4d4f3a6,20,small
63f8fa1c77889d81f20452f4,8c,small
63f8fa1c77889d81f20452f4,20biia,small
63f8fa1c77889d81f20452f4,20,small
63f8fc8777889d4f0e046d1b,8c,small
63f8fc8777889d4f0e046d1b,20biic,commercial
63f8fc8777889d4f0e046d1b,20,small
63f8fc8777889d4f0e046d1b,29,small
63f8fc8777889d4f0e046d1b,251bb,intermediate
63f8fc8777889d4f0e046d1b,25,small
63f9db6325f1ef211c3d2ab4,8c,small
63f9db6325f1ef211c3d2ab4,20biib,intermediate
63f9db6325f1ef211c3d2ab4,20,small
63f9db6325f1ef211c3d2ab4,22c,commercial
63f9db6325f1ef211c3d2ab4,22,small
63f9f92777889d50eb11afde,8c,small
63f9f92777889d50eb11afde,20biia,small
63f9f92777889d50eb11afde,20,small
63f9f92777889d50eb11afde,29,small
63fa011e77889d967612b2f0,20biic,commercial
63fa011e77889d967612b2f0,20,small
63fa011e77889d967612b2f0,8c,small
63fa0c5c25f1ef2f0842b571,20biib,intermediate
63fa0c5c25f1ef2f0842b571,20,small
63fb87c125f1ef13fc54b393,8c,small
63fb87c125f1ef13fc54b393,20biia,small
63fb87c125f1ef13fc54b393,20,small
63fba7d048a1ac810744fbd1,20biia,small
63fba7d048a1ac810744fbd1,20,small
63fc5e7948a1ac7f7b4c471a,8c,small
63fc5e7948a1ac7f7b4c471a,20biib,intermediate
63fc5e7948a1ac7f7b4c471a,20,small
63fcde3c25f1ef2dfb6a7902,20a,cultivation
63fd8bf04f2ae373f2400b09,20biia,small
63fd8bf04f2ae373f2400b09,20,small
63fe266b05b5264366ccd2c8,8c,small
63fe266b05b5264366ccd2c8,20biib,intermediate
63fe266b05b5264366ccd2c8,20,small
63fe2eef4f2ae39295559412,20biia,small
63fe2eef4f2ae39295559412,20,small
63fe500405b52668e0cf4924,8c,small
63fe500405b52668e0cf4924,20b,intermediate
63fe500405b52668e0cf4924,20,small
63fe500405b52668e0cf4924,34,small
63ff4efd4008c80bda79ee23,20bii,intermediate
63ff4efd4008c80bda79ee23,20,small
63ffa00705b5263ce7e50106,8c,small
63ffa00705b5263ce7e50106,20biia,small
63ffa00705b5263ce7e50106,20,small
63ffa00705b5263ce7e50106,27,small
63ffa2b605b526ccfde50c1c,8c,small
63ffa2b605b526ccfde50c1c,20biic,commercial
63ffa2b605b526ccfde50c1c,20,small
63ffef224008c838a980b49c,20b,intermediate
64001df605b5261727e7afb9,8c,small
64001df605b5261727e7afb9,20biib,intermediate
64001df605b5261727e7afb9,20,small
64007c2805b526a32ef0cdc0,20biia,small
64007c2805b526a32ef0cdc0,20,small
6400bccd4008c805c592018d,20biia,small
6400bccd4008c805c592018d,20,small
6400d62a4008c84a53933f47,8c,small
6400d62a4008c84a53933f47,20b,intermediate
64016b254008c85c6996d5af,8c,small
64016b254008c85c6996d5af,20biib,intermediate
64016b254008c85c6996d5af,20,small
6401b6ab246c3825ca8142e3,8c,small
6401b6ab246c3825ca8142e3,20biib,intermediate
6401b6ab246c3825ca8142e3,20,small
6401be31246c38050e81cfd3,20biic,commercial
6401be31246c38050e81cfd3,20,small
6401e625b3e90640e3b7438c,8c,small
6401e625b3e90640e3b7438c,20b,intermediate
6401e625b3e90640e3b7438c,20,small
640210e9625e0ccf6252e376,8c,small
640210e9625e0ccf6252e376,20biib,intermediate
640210e9625e0ccf6252e376,20,small
640210e9625e0ccf6252e376,29,small
64022177625e0c879453c323,8c,small
64022177625e0c879453c323,20biia,small
64022177625e0c879453c323,20,small
64022177625e0c879453c323,27b,small
64022569b3e9061673bcd706,8c,small
64022569b3e9061673bcd706,20biic,commercial
64022569b3e9061673bcd706,20,small
640247af625e0cd38a55068b,8c,small
640247af625e0cd38a55068b,20biic,commercial
640247af625e0cd38a55068b,20,small
6402629a625e0ca0f8556976,8c,small
6402629a625e0ca0f8556976,21b,intermediate
6402629a625e0ca0f8556976,21,small
6402629a625e0ca0f8556976,29,small
64036e13625e0c1f7c6ab235,8c,small
64036e13625e0c1f7c6ab235,20biia,small
64036e13625e0c1f7c6ab235,20,small
64036e13625e0c1f7c6ab235,27,small
64036e13625e0c1f7c6ab235,29,small
640372d6625e0c230b6adec2,8c,small
640372d6625e0c230b6adec2,20biic,commercial
640372d6625e0c230b6adec2,20,small
640372d6625e0c230b6adec2,29,small
6404202e625e0c81016ed173,8c,small
6404202e625e0c81016ed173,21c,commercial
6404202e625e0c81016ed173,21,small
6404202e625e0c81016ed173,29,small
64044c10625e0c2ac272520e,21c,commercial
64044c10625e0c2ac272520e,21,small
64044c10625e0c2ac272520e,8c,small
640578cfb3e9066aa4e5942f,8c,small
640578cfb3e9066aa4e5942f,20biib,intermediate
640578cfb3e9066aa4e5942f,20,small
6405835fb3e9065903e6d601,8c,small
6405835fb3e9065903e6d601,20biib,intermediate
6405835fb3e9065903e6d601,20,small
6405c34a625e0c8d4385b03b,20biib,intermediate
6405c34a625e0c8d4385b03b,20,small
6405c34a625e0c8d4385b03b,8c,small
6405c34a625e0c8d4385b03b,27,small
64062f45625e0c820290a636,8c,small
64062f45625e0c820290a636,20biia,small
64062f45625e0c820290a636,20,small
64062f98625e0cf7f090aaf3,20biib,intermediate
64062f98625e0cf7f090aaf3,20,small
6406aab7b3e9063bb4fb79b3,8c,small
6406aab7b3e9063bb4fb79b3,20biib,intermediate
6406aab7b3e9063bb4fb79b3,20,small
640744dab3e9063ab007155d,8c,small
640744dab3e9063ab007155d,20b,intermediate
640744dab3e9063ab007155d,20,small
64075eadb3e9064454089817,8c,small
64075eadb3e9064454089817,20biia,small
64075eadb3e9064454089817,20,small
64075eadb3e9064454089817,27,small
64078c05b3e90628880a40e7,8c,small
64078c05b3e90628880a40e7,20biia,small
64078c05b3e90628880a40e7,20,small
640866dcb3e906a9b9126b34,8c,small
640866dcb3e906a9b9126b34,20biib,intermediate
640866dcb3e906a9b9126b34,20,small
6409aa78c4942002b59653b0,8c,small
6409aa78c4942002b59653b0,20biib,intermediate
6409aa78c4942002b59653b0,20,small
640aa1f4b6d1e6eb7773f859,20biia,small
640aa1f4b6d1e6eb7773f859,20,small
640b2f06b3e9064096313b1b,8c,small
640b2f06b3e9064096313b1b,20b,intermediate
640e0f124430f7211a11021d,20biia,small
640e0f124430f7211a11021d,20,small
640ead0e871d93b4fabc1479,8c,small
640ead0e871d93b4fabc1479,20b,intermediate
640ead0e871d93b4fabc1479,20,small
640f096c871d93f3e0c47695,8c,small
640f096c871d93f3e0c47695,20biib,intermediate
640f096c871d93f3e0c47695,20,small
64104e994430f748072c9a20,8c,small
64104e994430f748072c9a20,20biib,intermediate
64104e994430f748072c9a20,20,small
64104e994430f748072c9a20,27,small
64113ac388c215dfd64a1355,337,small
64113ac388c215dfd64a1355,338,small
64113ac388c215dfd64a1355,279,small
64113ac388c215dfd64a1355,181,small
64113ac388c215dfd64a1355,8c,small
64113ac388c215dfd64a1355,20biia,small
64113ac388c215dfd64a1355,20,small
64113ac388c215dfd64a1355,27,small
64113ac388c215dfd64a1355,109,small
64113ac388c215dfd64a1355,180,small
641180904430f71da43cf2ee,8c,small
641180904430f71da43cf2ee,20b,intermediate
641180904430f71da43cf2ee,20,small
6411c96688c215f7085702a8,8c,small
6411c96688c215f7085702a8,20biia,small
6411c96688c215f7085702a8,20,small
6411c96688c215f7085702a8,29,small
6411e2e788c215718558c4bf,20biia,small
6411e2e788c215718558c4bf,20,small
6412eda488c215747f644795,8c,small
6412eda488c215747f644795,20biib,intermediate
6412eda488c215747f644795,20,small
6412ef894430f7ddeb50a9d7,8c,small
6412ef894430f7ddeb50a9d7,20biic,commercial
6412ef894430f7ddeb50a9d7,20,small
64134fd1373590b9a9c7a6dc,8b,intermediate
64134fd1373590b9a9c7a6dc,20ai,cultivation
64134fd1373590b9a9c7a6dc,20,small
64134fd1373590b9a9c7a6dc,20b,intermediate
64135f973735903d8ac815a7,20biia,small
64135f973735903d8ac815a7,20,small
64144aea4c821d2a764bfd14,8c,small
64144aea4c821d2a764bfd14,20b,intermediate
6414c07fd80fa1c9831b18f5,20biib,intermediate
6414c07fd80fa1c9831b18f5,20,small
64159ad14430f7889a74ec37,20biib,intermediate
64159ad14430f7889a74ec37,20,small
641685594430f7b4137debd4,8c,small
641685594430f7b4137debd4,20biic,commercial
641685594430f7b4137debd4,20,small
641748064430f7af21895f6c,8c,small
641748064430f7af21895f6c,21b,intermediate
641748064430f7af21895f6c,21,small
641748064430f7af21895f6c,27,small
641752f14430f7f37489937e,20biia,small
641752f14430f7f37489937e,20,small
64183ea44430f70252958d30,20biia,small
64183ea44430f70252958d30,20,small
6418a1d14430f7345e9d8e1b,20biia,small
6418a1d14430f7345e9d8e1b,20,small
64193e754430f7cc17a1b4ec,8c,small
64193e754430f7cc17a1b4ec,20biib,intermediate
64193e754430f7cc17a1b4ec,20,small
641970fd4430f7c4f5a79a7e,8c,small
641970fd4430f7c4f5a79a7e,20biib,intermediate
641970fd4430f7c4f5a79a7e,20,small
64199fba83780406e523d232,21c,commercial
64199fba83780406e523d232,21,small
64199fba83780406e523d232,8c,small
6419df7b4430f7a6cfb24f07,20biia,small
6419df7b4430f7a6cfb24f07,20,small
641c1e6583318a0c1e3e4ca9,8c,small
641c1e6583318a0c1e3e4ca9,20b,intermediate
641c1e6583318a0c1e3e4ca9,20,small
641c940cee55fdd6c3f17e32,20biic,commercial
641c940cee55fdd6c3f17e32,20,small
641c9e51249f1d216984a10c,8c,small
641c9e51249f1d216984a10c,20b2a,small
641ca8cacb3f3a607e7eb0d5,8c,small
641ca8cacb3f3a607e7eb0d5,20biib,intermediate
641ca8cacb3f3a607e7eb0d5,20,small
641d4ccfa3ca094810c3067e,8c,small
641d4ccfa3ca094810c3067e,20biic,commercial
641d4ccfa3ca094810c3067e,20,small
641d94bfcbc9fa31c982eb21,8c,small
641d94bfcbc9fa31c982eb21,20biia,small
641d94bfcbc9fa31c982eb21,20,small
641d94bfcbc9fa31c982eb21,27,small
641d94bfcbc9fa31c982eb21,29,small
641df112249f1d7932994de5,22b,intermediate
641df112249f1d7932994de5,22,small
641df112249f1d7932994de5,8c,small
641df112249f1d7932994de5,27,small
641df8a88471f470a5212df3,8c,small
641df8a88471f470a5212df3,20bii,intermediate
641df8a88471f470a5212df3,20,small
641df8a88471f470a5212df3,27,small
641e715fc23b6f4362da8bb8,8c,small
641e715fc23b6f4362da8bb8,20biib,intermediate
641e715fc23b6f4362da8bb8,20,small
641e7be2890e12548ee449e0,8c,small
641e7be2890e12548ee449e0,20b,intermediate
641ee1b5f4da8210b22c4d78,420,small
641ee1b5f4da8210b22c4d78,20biib,intermediate
641ee1b5f4da8210b22c4d78,20,small
641ee1b5f4da8210b22c4d78,8c,small
641f0fe0249f1d194cabc4c9,8c,small
641f0fe0249f1d194cabc4c9,20biia,small
641f0fe0249f1d194cabc4c9,20,small
641f0fe0249f1d194cabc4c9,251bb,intermediate
641f0fe0249f1d194cabc4c9,25,small
641f2fa7f4da822e1c31ceb2,8c,small
641f2fa7f4da822e1c31ceb2,20biia,small
641f2fa7f4da822e1c31ceb2,20,small
641f339ff4da8264d531e296,8c,small
641f339ff4da8264d531e296,20biic,commercial
641f339ff4da8264d531e296,20,small
642069005caf6b02c7844b67,8c,small
642069005caf6b02c7844b67,20biia,small
642069005caf6b02c7844b67,20,small
64207e5de5f5bf7b8ca855c2,8c,small
64207e5de5f5bf7b8ca855c2,20ba,small
64207e5de5f5bf7b8ca855c2,20,small
64207e5de5f5bf7b8ca855c2,27a,small
64207e5de5f5bf7b8ca855c2,27,small
64217e9607b3d44d785742dc,20bii,intermediate
64217e9607b3d44d785742dc,20,small
64218f775baf1454b897a726,8c,small
64218f775baf1454b897a726,20biia,small
64218f775baf1454b897a726,20,small
64218f775baf1454b897a726,27,small
64218f775baf1454b897a726,29,small
6421be8b230407567abd2c57,8c,small
6421be8b230407567abd2c57,20b,intermediate
6421be8b230407567abd2c57,20,small
6421d707249f1d617fd2b65d,8c,small
6421d707249f1d617fd2b65d,20b,intermediate
6421d707249f1d617fd2b65d,20,small
6421d707249f1d617fd2b65d,27,small
64223590249f1d0e76d57973,8c,small
64223590249f1d0e76d57973,20biib,intermediate
64223590249f1d0e76d57973,20,small
64229c20249f1da768dc88fd,8c,small
64229c20249f1da768dc88fd,20biia,small
64229c20249f1da768dc88fd,20,small
6423c844249f1dc6f0ed4ddc,8c,small
6423c844249f1dc6f0ed4ddc,20biib,intermediate
6423c844249f1dc6f0ed4ddc,20,small
64243f12249f1d14d5fd6ae8,8c,small
64243f12249f1d14d5fd6ae8,20biic,commercial
64243f12249f1d14d5fd6ae8,20,small
64259e1ee7f8b93e28e5eb7f,8c,small
64259e1ee7f8b93e28e5eb7f,20b1,intermediate
64259e1ee7f8b93e28e5eb7f,1,small
6426afc9249f1d39c125df0a,8c,small
6426afc9249f1d39c125df0a,20biia,small
6426afc9249f1d39c125df0a,20,small
6426b089e7f8b96b15f6c07a,8c,small
6426b089e7f8b96b15f6c07a,20biia,small
6426b089e7f8b96b15f6c07a,20,small
6426b089e7f8b96b15f6c07a,27,small
64272adae7f8b9221605a9a3,20biib,intermediate
64272adae7f8b9221605a9a3,20,small
6427b506e7f8b943520940d6,8c,small
6427b506e7f8b943520940d6,20biib,intermediate
6427b506e7f8b943520940d6,20,small
6427c6b4e7f8b970590b5cac,8c,small
6427c6b4e7f8b970590b5cac,20biia,small
6427c6b4e7f8b970590b5cac,20,small
64280b85249f1d4e2c42bbfc,8c,small
64280b85249f1d4e2c42bbfc,20biib,intermediate
64280b85249f1d4e2c42bbfc,20,small
642827b4249f1d7f0d467cce,20biib,intermediate
642827b4249f1d7f0d467cce,20,small
64299d14249f1d57275aab08,8c,small
64299d14249f1d57275aab08,20b,intermediate
64299d14249f1d57275aab08,20,small
6429b611e7f8b9f3e72ca55a,8c,small
6429b611e7f8b9f3e72ca55a,20b,intermediate
6429b611e7f8b9f3e72ca55a,20,small
642a92f1e7f8b96b3735b56c,8c,small
642a92f1e7f8b96b3735b56c,20biia,small
642a92f1e7f8b96b3735b56c,20,small
642aad03249f1d5dac65f195,8c,small
642aad03249f1d5dac65f195,20biia,small
642aad03249f1d5dac65f195,20,small
642aad03249f1d5dac65f195,29,small
642acc29e7f8b9b13d3b4f80,8c,small
642acc29e7f8b9b13d3b4f80,20bii,intermediate
642acc29e7f8b9b13d3b4f80,20,small
642ae7e9e7f8b9b7c73e5872,20biic,commercial
642ae7e9e7f8b9b7c73e5872,20,small
642affad249f1d3ce86e67b8,8c,small
642affad249f1d3ce86e67b8,20biia,small
642affad249f1d3ce86e67b8,20,small
642b942b249f1da5187239bf,8c,small
642b942b249f1da5187239bf,20bii,intermediate
642b942b249f1da5187239bf,20,small
642b942b249f1da5187239bf,27,small
642b942b249f1da5187239bf,29,small
642bdbcde7f8b929694aee4a,8c,small
642bdbcde7f8b929694aee4a,20biib,intermediate
642bdbcde7f8b929694aee4a,20,small
642be7abe7f8b940904bb4a3,8c,small
642be7abe7f8b940904bb4a3,20biib,intermediate
642be7abe7f8b940904bb4a3,20,small
642c5541d9e3626babed34f3,8c,small
642c5541d9e3626babed34f3,20biib,intermediate
642c5541d9e3626babed34f3,20,small
